Well API,Well Tier,Well Type,Operator Name,Field,Well Designation,CalGEM District,County,Lease,City,Latitude,Longitude,View in WellFinder,x,y
0410320298,Tier 3,Dry Gas,"Pioneer Exploration, LLC","Rice Creek, East, Gas",Victor Ranch 1-22,Northern,Tehama,Victor Ranch,Tehama County,39.82907867,-122.08191681,https://maps.conservation.ca.gov/doggr/wellfinder/index.html?api=0410320298&config=WellFinder,-178100.41190000065,203425.21509999968
0410320288,Tier 3,Dry Gas,"Pioneer Exploration, LLC",Rice Creek Gas,Victor Ranch 5-8,Northern,Tehama,Victor Ranch,Tehama County,39.86748123,-122.12151337,https://maps.conservation.ca.gov/doggr/wellfinder/index.html?api=0410320288&config=WellFinder,-181391.75320000015,207765.6952999998
0410320287,Tier 4,Dry Gas,"Pioneer Exploration, LLC",Rice Creek Gas,Victor Ranch 2-7,Northern,Tehama,Victor Ranch,Tehama County,39.866630549999996,-122.13053894,https://maps.conservation.ca.gov/doggr/wellfinder/index.html?api=0410320287&config=WellFinder,-182165.44820000045,207688.5161000006
0410320285,Tier 2,Dry Gas,"Pioneer Exploration, LLC",Rice Creek Gas,Maria 24-1,Northern,Tehama,Maria,Tehama County,39.83398819,-122.14724731,https://maps.conservation.ca.gov/doggr/wellfinder/index.html?api=0410320285&config=WellFinder,-183675.94040000066,204095.1710000001
0410320281,Tier 3,Dry Gas,"Pioneer Exploration, LLC",Rice Creek Gas,Victor Ranch 4-8,Northern,Tehama,Victor Ranch,Tehama County,39.85703659,-122.11631775,https://maps.conservation.ca.gov/doggr/wellfinder/index.html?api=0410320281&config=WellFinder,-180973.49269999936,206595.68500000052
0410320280,Tier 3,Dry Gas,"Pioneer Exploration, LLC",Rice Creek Gas,Victor Ranch 1-7,Northern,Tehama,Victor Ranch,Tehama County,39.867939,-122.12559509,https://maps.conservation.ca.gov/doggr/wellfinder/index.html?api=0410320280&config=WellFinder,-181739.54839999974,207824.35620000027
0410320279,Tier 2,Dry Gas,"Pioneer Exploration, LLC",Rice Creek Gas,Victor Ranch 1-9,Northern,Tehama,Victor Ranch,Tehama County,39.86550522,-122.1011734,https://maps.conservation.ca.gov/doggr/wellfinder/index.html?api=0410320279&config=WellFinder,-179657.80340000056,207507.49149999954
0410320270,Tier 3,Dry Gas,"Pioneer Exploration, LLC","Rice Creek, East, Gas",Victor Ranch 2-20,Northern,Tehama,Victor Ranch,Tehama County,39.83491516,-122.10499573,https://maps.conservation.ca.gov/doggr/wellfinder/index.html?api=0410320270&config=WellFinder,-180060.02370000072,204117.08060000092
0410320266,Tier 3,Dry Gas,"Pioneer Exploration, LLC",Rice Creek Gas,Victor Ranch 1-8,Northern,Tehama,Victor Ranch,Tehama County,39.86454773,-122.10738373,https://maps.conservation.ca.gov/doggr/wellfinder/index.html?api=0410320266&config=WellFinder,-180191.08889999986,207412.9291999992
0410320265,Tier 3,Dry Gas,"Pioneer Exploration, LLC",Rice Creek Gas,Victor Ranch 2-8,Northern,Tehama,Victor Ranch,Tehama County,39.86511993,-122.11804962,https://maps.conservation.ca.gov/doggr/wellfinder/index.html?api=0410320265&config=WellFinder,-181101.50630000047,207496.8058000002
0410320262,Tier 3,Dry Gas,"Pioneer Exploration, LLC","Rice Creek, East, Gas",Victor Ranch 2-21,Northern,Tehama,Victor Ranch,Tehama County,39.8352356,-122.08997345,https://maps.conservation.ca.gov/doggr/wellfinder/index.html?api=0410320262&config=WellFinder,-178774.4433999993,204124.24400000088
0410320258,Tier 3,Dry Gas,"Pioneer Exploration, LLC","Rice Creek, East, Gas",Victor Ranch 1-20,Northern,Tehama,Victor Ranch,Tehama County,39.83451843,-122.10955048,https://maps.conservation.ca.gov/doggr/wellfinder/index.html?api=0410320258&config=WellFinder,-180450.5530999992,204081.67490000091
0410320252,Tier 3,Dry Gas,"The Nahabedian Exploration Group, LLC",Any Field,Bengard 1-27,Northern,Tehama,Bengard,Tehama County,40.0831337,-122.40892029,https://maps.conservation.ca.gov/doggr/wellfinder/index.html?api=0410320252&config=WellFinder,-205351.91440000013,232301.68390000053
0410320222,Tier 2,Dry Gas,"Pioneer Exploration, LLC","Rice Creek, East, Gas",Victor Ranch 13,Northern,Tehama,Victor Ranch,Tehama County,39.84754181,-122.09352112,https://maps.conservation.ca.gov/doggr/wellfinder/index.html?api=0410320222&config=WellFinder,-179047.67300000042,205497.81049999967
0410320221,Tier 2,Dry Gas,"Pioneer Exploration, LLC","Rice Creek, East, Gas",Victor Ranch 12,Northern,Tehama,Victor Ranch,Tehama County,39.84731293,-122.08694458,https://maps.conservation.ca.gov/doggr/wellfinder/index.html?api=0410320221&config=WellFinder,-178485.86390000023,205459.9879999999
0410320216,Tier 2,Dry Gas,"Pioneer Exploration, LLC",Rice Creek Gas,Ursula Zimmerman 1-24,Northern,Tehama,Ursula Zimmerman,Tehama County,39.83776093,-122.14722443,https://maps.conservation.ca.gov/doggr/wellfinder/index.html?api=0410320216&config=WellFinder,-183664.49149999954,204514.1673000008
0410320199,Tier 2,Dry Gas,"Pioneer Exploration, LLC","Rice Creek, East, Gas",Victor Ranch 11,Northern,Tehama,Victor Ranch,Tehama County,39.84275818,-122.09162903,https://maps.conservation.ca.gov/doggr/wellfinder/index.html?api=0410320199&config=WellFinder,-178897.60170000046,204962.91420000046
0410320189,Tier 3,Dry Gas,"Pioneer Exploration, LLC","Rice Creek, East, Gas",Victor 63-16,Northern,Tehama,Victor,Tehama County,39.85126495,-122.08862305,https://maps.conservation.ca.gov/doggr/wellfinder/index.html?api=0410320189&config=WellFinder,-178619.72089999914,205902.10490000062
0410320180,Tier 3,Dry Gas,"Pioneer Exploration, LLC","Rice Creek, East, Gas",Victor Ranch 10,Northern,Tehama,Victor Ranch,Tehama County,39.8431015,-122.09099579,https://maps.conservation.ca.gov/doggr/wellfinder/index.html?api=0410320180&config=WellFinder,-178842.60779999942,204999.8526000008
0410320169,Tier 3,Dry Gas,"Pioneer Exploration, LLC","Rice Creek, East, Gas",Victor Ranch 9,Northern,Tehama,Victor Ranch,Tehama County,39.83616257,-122.09464264,https://maps.conservation.ca.gov/doggr/wellfinder/index.html?api=0410320169&config=WellFinder,-179171.50420000032,204236.0186999999
0410320145,Tier 3,Dry Gas,"PEOCO, LLC","Rice Creek, East, Gas",Bettencourt Unit 4,Northern,Tehama,Bettencourt Unit,Tehama County,39.82558823,-122.09874725,https://maps.conservation.ca.gov/doggr/wellfinder/index.html?api=0410320145&config=WellFinder,-179548.55330000073,203069.26750000007
0410300129,Tier 1,Dry Hole,"Crockett Drilling Synd., Inc.",Any Field,3,Northern,Tehama,Unspecified,Tehama County,39.92906189,-122.44631958,https://maps.conservation.ca.gov/doggr/wellfinder/index.html?api=0410300129&config=WellFinder,-208980.9589000009,215273.6997999996
0410300128,Tier 3,Dry Hole,"Crockett Drilling Synd., Inc.",Any Field,1,Northern,Tehama,Unspecified,Tehama County,39.92810822,-122.44444275,https://maps.conservation.ca.gov/doggr/wellfinder/index.html?api=0410300128&config=WellFinder,-208823.39350000024,215163.65399999917
0410300078,Tier 3,Dry Gas,"Pioneer Exploration, LLC",Rice Creek Gas,Victor Ranch 5,Northern,Tehama,Victor Ranch,Tehama County,39.85900116,-122.14614868,https://maps.conservation.ca.gov/doggr/wellfinder/index.html?api=0410300078&config=WellFinder,-183519.0792999994,206871.23179999925
0410300077,Tier 3,Dry Gas,"Pioneer Exploration, LLC",Rice Creek Gas,Victor Ranch 4,Northern,Tehama,Victor Ranch,Tehama County,39.85897827,-122.13637543,https://maps.conservation.ca.gov/doggr/wellfinder/index.html?api=0410300077&config=WellFinder,-182683.55399999954,206849.81450000033
0410300075,Tier 3,Dry Gas,"Pioneer Exploration, LLC",Rice Creek Gas,Victor Ranch 2,Northern,Tehama,Victor Ranch,Tehama County,39.8517189,-122.12700653,https://maps.conservation.ca.gov/doggr/wellfinder/index.html?api=0410300075&config=WellFinder,-181900.63209999911,206025.5044999998
0410300073,Tier 3,Dry Gas,"Pioneer Exploration, LLC",Rice Creek Gas,Victor Estate Unit 1 3,Northern,Tehama,Victor Estate Unit 1,Tehama County,39.83725357,-122.13642883,https://maps.conservation.ca.gov/doggr/wellfinder/index.html?api=0410300073&config=WellFinder,-182742.50269999914,204436.95350000076
0410300072,Tier 3,Dry Gas,"Pioneer Exploration, LLC",Rice Creek Gas,Victor Estate Unit 1 2,Northern,Tehama,Victor Estate Unit 1,Tehama County,39.85193253,-122.13614655,https://maps.conservation.ca.gov/doggr/wellfinder/index.html?api=0410300072&config=WellFinder,-182681.62060000002,206066.80629999936
0410300071,Tier 2,Dry Gas,"Pioneer Exploration, LLC",Rice Creek Gas,Victor Estate Unit 1 1,Northern,Tehama,Victor Estate Unit 1,Tehama County,39.84459305,-122.13704681,https://maps.conservation.ca.gov/doggr/wellfinder/index.html?api=0410300071&config=WellFinder,-182776.9757000003,205253.34500000067
0410300069,Tier 3,Dry Gas,"Pioneer Exploration, LLC",Rice Creek Gas,George S. Reid Unit 4,Northern,Tehama,George S. Reid Unit,Tehama County,39.85180664,-122.15476227,https://maps.conservation.ca.gov/doggr/wellfinder/index.html?api=0410300069&config=WellFinder,-184273.6774000004,206088.8498999998
0410300068,Tier 2,Dry Gas,"Pioneer Exploration, LLC",Rice Creek Gas,George S. Reid Unit 2,Northern,Tehama,George S. Reid Unit,Tehama County,39.85222626,-122.14565277,https://maps.conservation.ca.gov/doggr/wellfinder/index.html?api=0410300068&config=WellFinder,-183493.71330000088,206117.78859999962
0410300067,Tier 3,Dry Gas,"Pioneer Exploration, LLC",Rice Creek Gas,George S. Reid Unit 1,Northern,Tehama,George S. Reid Unit,Tehama County,39.84431076,-122.14603424,https://maps.conservation.ca.gov/doggr/wellfinder/index.html?api=0410300067&config=WellFinder,-183546.23460000008,205239.35400000028
0410120768,Tier 3,Dry Gas,"Concordia Resources, Inc.",Grimes Gas,Meridian Unit 2 10,Northern,Sutter,Meridian Unit 2,Sutter County,39.14445114,-121.84511566,https://maps.conservation.ca.gov/doggr/wellfinder/index.html?api=0410120768&config=WellFinder,-159325.99010000005,126943.82829999924
0410120747,Tier 3,Dry Gas,"Concordia Resources, Inc.",Grimes Gas,Meridian Unit 2 9,Northern,Sutter,Meridian Unit 2,Sutter County,39.15055847,-121.84225464,https://maps.conservation.ca.gov/doggr/wellfinder/index.html?api=0410120747&config=WellFinder,-159065.78160000034,127617.65640000068
0410120635,Tier 3,Dry Gas,"Concordia Resources, Inc.",Grimes Gas,Meridian Unit 2 7,Northern,Sutter,Meridian Unit 2,Sutter County,39.14982605,-121.84635162,https://maps.conservation.ca.gov/doggr/wellfinder/index.html?api=0410120635&config=WellFinder,-159421.07010000013,127543.1531000007
0410120631,Tier 2,Dry Gas,"Concordia Resources, Inc.",Grimes Gas,Meridian Unit 2 6,Northern,Sutter,Meridian Unit 2,Sutter County,39.14474106,-121.84765625,https://maps.conservation.ca.gov/doggr/wellfinder/index.html?api=0410120631&config=WellFinder,-159544.71619999968,126980.31589999981
0410120584,Tier 4,Dry Gas,Caballero Operations LLC,Tisdale Gas,Lamb Trust 1-19,Northern,Sutter,Lamb Trust,Sutter County,39.0456543,-121.79470825,https://maps.conservation.ca.gov/doggr/wellfinder/index.html?api=0410120584&config=WellFinder,-155181.64350000024,115881.86769999936
0410120583,Tier 4,Dry Gas,Caballero Operations LLC,Tisdale Gas,Midvalley 1-17,Northern,Sutter,Midvalley,Sutter County,39.06842804,-121.77838898,https://maps.conservation.ca.gov/doggr/wellfinder/index.html?api=0410120583&config=WellFinder,-153723.2586000003,118385.9645000007
0410120004,Tier 2,Dry Gas,"Concordia Resources, Inc.",Grimes Gas,Meridian Unit 2 1,Northern,Sutter,Meridian Unit 2,Sutter County,39.14613342,-121.85331726,https://maps.conservation.ca.gov/doggr/wellfinder/index.html?api=0410120004&config=WellFinder,-160030.45969999954,127144.5725999996
0410100092,Tier 2,Dry Gas,"Concordia Resources, Inc.",Grimes Gas,Meridian Unit 2 4,Northern,Sutter,Meridian Unit 2,Sutter County,39.14446259,-121.8453598,https://maps.conservation.ca.gov/doggr/wellfinder/index.html?api=0410100092&config=WellFinder,-159347.04429999925,126945.51090000011
0410100090,Tier 2,Dry Gas,"Concordia Resources, Inc.",Grimes Gas,Meridian Unit 2 5,Northern,Sutter,Meridian Unit 2,Sutter County,39.15402222,-121.84738159,https://maps.conservation.ca.gov/doggr/wellfinder/index.html?api=0410100090&config=WellFinder,-159500.90450000018,128011.15289999917
0409900030,Tier 3,Dry Hole,Rushing Oil & Gas Dev. Corp.,Any Field,1,Northern,Stanislaus,Unspecified,Stanislaus County,37.65524673,-120.55863953,https://maps.conservation.ca.gov/doggr/wellfinder/index.html?api=0409900030&config=WellFinder,-49215.970600001514,-39999.95360000059
0409900004,Tier 4,Dry Hole,W. H. Clary,Any Field,1,Northern,Stanislaus,Unspecified,Stanislaus County,37.84779358,-120.68997192,https://maps.conservation.ca.gov/doggr/wellfinder/index.html?api=0409900004&config=WellFinder,-60630.62299999967,-18519.550200000405
0409521322,Tier 2,Dry Gas,"The Nahabedian Exploration Group, LLC",Lindsey Slough Gas,McCormack Ranch 1-4,Northern,Solano,McCormack Ranch,Solano County,38.21966171,-121.75231934,https://maps.conservation.ca.gov/doggr/wellfinder/index.html?api=0409521322&config=WellFinder,-153213.70240000077,24014.974799999967
0409520753,Tier 2,Dry Gas,"Royale Energy, Inc.",Denverton Creek Gas,Federal 3-2,Northern,Solano,Federal,Solano County,38.21606064,-121.84332275,https://maps.conservation.ca.gov/doggr/wellfinder/index.html?api=0409520753&config=WellFinder,-161177.43119999953,23765.621400000528
0409520727,Tier 2,Dry Gas,"Royale Energy, Inc.",Denverton Creek Gas,Federal 3-1,Northern,Solano,Federal,Solano County,38.21959305,-121.8436203,https://maps.conservation.ca.gov/doggr/wellfinder/index.html?api=0409520727&config=WellFinder,-161195.81000000052,24158.73310000077
0409520584,Tier 1,Dry Gas,"Concordia Resources, Inc.",Lindsey Slough Gas,Akers 1-12,Northern,Solano,Akers,Solano County,38.20679855,-121.70884705,https://maps.conservation.ca.gov/doggr/wellfinder/index.html?api=0409520584&config=WellFinder,-149438.87189999968,22515.892799999565
0409520582,Tier 1,Dry Gas,"Concordia Resources, Inc.",Lindsey Slough Gas,Highlands-Willow Springs 2-11,Northern,Solano,Highlands-Willow Springs,Rio Vista,38.20366669,-121.71634674,https://maps.conservation.ca.gov/doggr/wellfinder/index.html?api=0409520582&config=WellFinder,-150100.9564999994,22179.64360000007
0409520572,Tier 2,Dry Gas,"Concordia Resources, Inc.",Lindsey Slough Gas,Highlands-Willow Springs 4-12,Northern,Solano,Highlands-Willow Springs,Solano County,38.20815277,-121.70641327,https://maps.conservation.ca.gov/doggr/wellfinder/index.html?api=0409520572&config=WellFinder,-149223.3496000003,22662.576799999923
0409520565,Tier 2,Dry Gas,"Concordia Resources, Inc.",Lindsey Slough Gas,Highlands-Willow Springs 1-11,Northern,Solano,Highlands-Willow Springs,Solano County,38.20720291,-121.71524048,https://maps.conservation.ca.gov/doggr/wellfinder/index.html?api=0409520565&config=WellFinder,-149997.10830000043,22570.93239999935
0409520559,Tier 2,Dry Gas,"Concordia Resources, Inc.",Lindsey Slough Gas,Highlands-Willow Springs 3-12,Northern,Solano,Highlands-Willow Springs,Solano County,38.20378876,-121.70761108,https://maps.conservation.ca.gov/doggr/wellfinder/index.html?api=0409520559&config=WellFinder,-149336.8230000008,22179.4160999991
0409500507,Tier 4,Dry Hole,Rochester Oil Co.,Any Field,1,Northern,Solano,Unspecified,Fairfield,38.26712418,-121.91927338,https://maps.conservation.ca.gov/doggr/wellfinder/index.html?api=0409500507&config=WellFinder,-167702.69559999928,29572.69549999945
0408500069,Tier 4,Oil & Gas,Trigonia Oil Co. of Calif.,Moody Gulch (ABD),Trigonia 5,Northern,Santa Clara,Trigonia,Santa Clara County,37.1619072,-121.99385834,https://maps.conservation.ca.gov/doggr/wellfinder/index.html?api=0408500069&config=WellFinder,-176802.51700000092,-93126.80330000073
0408500058,Tier 4,Oil & Gas,R. H. Shannon,Moody Gulch (ABD),New Moody 4,Northern,Santa Clara,New Moody,Santa Clara County,37.15787125,-121.99305725,https://maps.conservation.ca.gov/doggr/wellfinder/index.html?api=0408500058&config=WellFinder,-176740.9218000006,-93576.82679999992
0408322969,Tier 4,Oil & Gas,"PRE Resources, LLC",Santa Maria Valley,SMVU Union-Bradley I K-1,Northern,Santa Barbara,SMVU Union-Bradley I,Santa Barbara County,34.915072,-120.41025833,https://maps.conservation.ca.gov/doggr/wellfinder/index.html?api=0408322969&config=WellFinder,-37460.93279999867,-344536.7807
0408322941,Tier 3,Oil & Gas,"Towne Exploration Company, LP",Zaca,Luton NW-1,Northern,Santa Barbara,Luton,Santa Barbara County,34.74679565,-120.18099213,https://maps.conservation.ca.gov/doggr/wellfinder/index.html?api=0408322941&config=WellFinder,-16561.56210000068,-363283.1035000002
0408301395,Tier 2,Oil & Gas,"HVI Cat Canyon, Inc.",Santa Maria Valley,Nicholson 64-9,Northern,Santa Barbara,Nicholson,Santa Barbara County,34.87400818,-120.35247803,https://maps.conservation.ca.gov/doggr/wellfinder/index.html?api=0408301395&config=WellFinder,-32201.792899999768,-349116.8984000003
0408301393,Tier 3,Oil & Gas,"HVI Cat Canyon, Inc.",Santa Maria Valley,Nicholson 53-9,Northern,Santa Barbara,Nicholson,Santa Barbara County,34.8750267,-120.35523224,https://maps.conservation.ca.gov/doggr/wellfinder/index.html?api=0408301393&config=WellFinder,-32452.99700000137,-349002.8854
0408301391,Tier 3,Oil & Gas,"HVI Cat Canyon, Inc.",Cat Canyon,Mortensen Fee 13,Northern,Santa Barbara,Mortensen Fee,Santa Barbara County,34.87500381,-120.32019806,https://maps.conservation.ca.gov/doggr/wellfinder/index.html?api=0408301391&config=WellFinder,-29252.283300001174,-349016.8276000004
0408301390,Tier 3,Oil & Gas,"HVI Cat Canyon, Inc.",Cat Canyon,Mortensen Fee 10,Northern,Santa Barbara,Mortensen Fee,Santa Barbara County,34.87309265,-120.31571198,https://maps.conservation.ca.gov/doggr/wellfinder/index.html?api=0408301390&config=WellFinder,-28843.141199998558,-349230.37509999983
0408301389,Tier 3,Oil & Gas,"HVI Cat Canyon, Inc.",Cat Canyon,Mortensen Fee 4,Northern,Santa Barbara,Mortensen Fee,Santa Barbara County,34.86936951,-120.32022858,https://maps.conservation.ca.gov/doggr/wellfinder/index.html?api=0408301389&config=WellFinder,-29257.18430000171,-349642.32540000044
0408301387,Tier 3,Oil & Gas,"HVI Cat Canyon, Inc.",Cat Canyon,Mortensen Fee 1,Northern,Santa Barbara,Mortensen Fee,Santa Barbara County,34.86926651,-120.31336975,https://maps.conservation.ca.gov/doggr/wellfinder/index.html?api=0408301387&config=WellFinder,-28630.553599998355,-349655.8541000001
0408301360,Tier 3,Oil & Gas,"HVI Cat Canyon, Inc.",Santa Maria Valley,Golco Fee 33-9,Northern,Santa Barbara,Golco Fee,Santa Barbara County,34.87650299,-120.35964966,https://maps.conservation.ca.gov/doggr/wellfinder/index.html?api=0408301360&config=WellFinder,-32855.950399998575,-348837.46920000017
0408301359,Tier 3,Oil & Gas,"HVI Cat Canyon, Inc.",Cat Canyon,Harbordt 90,Northern,Santa Barbara,Harbordt,Santa Barbara County,34.86658478,-120.31697083,https://maps.conservation.ca.gov/doggr/wellfinder/index.html?api=0408301359&config=WellFinder,-28960.568100001663,-349952.47890000045
